user_id,beach_clicks,historical_clicks,cultural_clicks,religious_clicks,avg_view_time,language,preference
654,8,7,2,6,10.69,SO,Nature
655,10,0,4,1,16.06,EN,Nature
656,7,6,5,3,14.5,SO,Nature
657,2,0,7,9,8.45,SO,Religious
658,4,1,6,0,17.59,SO,Cultural
659,4,3,2,10,5.55,EN,Religious
660,7,8,2,10,5.58,EN,Religious
661,5,0,5,8,18.55,SO,Religious
662,6,4,9,2,13.95,EN,Cultural
663,1,7,9,8,13.67,SO,Cultural
664,2,10,2,7,11.54,EN,Historical
665,1,10,1,4,14.58,SO,Historical
666,2,1,10,8,9.91,SO,Cultural
667,10,8,0,8,14.43,SO,Nature
668,0,0,1,5,10.95,SO,Religious
669,0,4,10,9,12.34,EN,Cultural
670,6,8,5,3,5.4,EN,Historical
671,2,9,2,2,11.5,SO,Historical
672,2,5,4,9,13.64,SO,Religious
673,6,2,9,1,15.27,SO,Cultural
674,10,10,0,6,6.28,EN,Nature
675,6,7,2,6,18.0,SO,Historical
676,9,5,3,6,10.72,EN,Nature
677,9,5,6,8,7.08,SO,Nature
678,10,6,9,3,6.16,SO,Nature
679,2,2,9,8,14.64,EN,Cultural
680,4,8,7,1,5.01,SO,Historical
681,4,4,4,6,13.3,EN,Religious
682,10,9,4,1,18.52,EN,Nature
683,10,8,8,3,9.14,SO,Nature
684,2,1,5,6,7.38,EN,Religious
685,2,6,4,7,9.66,EN,Religious
686,2,2,1,0,11.01,EN,Nature
687,2,9,9,1,9.8,SO,Historical
688,5,7,4,6,15.58,EN,Historical
689,2,7,10,4,11.2,EN,Cultural
690,1,3,8,10,17.76,SO,Religious
691,7,7,0,0,12.8,SO,Nature
692,4,2,8,2,19.69,EN,Cultural
693,6,0,3,3,9.91,EN,Nature
694,0,10,2,4,8.2,EN,Historical
695,2,10,10,0,17.34,SO,Historical
696,7,2,10,10,7.17,EN,Cultural
697,8,4,9,5,18.21,EN,Cultural
698,7,10,5,1,17.4,EN,Historical
699,0,8,10,2,12.41,EN,Cultural
700,4,9,10,8,15.42,SO,Cultural
701,10,9,4,4,11.26,SO,Nature
702,6,5,1,9,9.35,EN,Religious
703,0,2,10,8,6.63,SO,Cultural
704,0,9,3,7,15.93,EN,Historical
705,8,5,2,10,18.42,EN,Religious
706,4,0,1,8,15.47,EN,Religious
707,3,0,6,10,19.89,SO,Religious
708,5,10,6,3,17.17,SO,Historical
709,5,2,10,4,19.52,SO,Cultural
710,2,8,0,6,15.49,SO,Historical
711,0,2,9,3,5.37,SO,Cultural
712,10,6,1,2,18.27,EN,Nature
713,7,7,6,0,13.74,SO,Nature
714,7,7,4,5,14.02,SO,Nature
715,5,7,5,10,6.87,SO,Religious
716,8,10,2,2,15.98,EN,Historical
717,6,3,10,1,12.16,SO,Cultural
718,6,1,7,6,8.86,EN,Cultural
719,1,0,0,9,15.85,EN,Religious
720,3,3,9,9,19.19,EN,Cultural
721,7,6,7,0,12.43,SO,Nature
722,3,7,7,8,18.38,SO,Religious
723,0,3,8,1,11.17,EN,Cultural
724,1,2,8,1,17.01,SO,Cultural
725,3,3,7,0,18.94,SO,Cultural
726,1,9,2,2,9.9,EN,Historical
727,10,6,8,5,18.36,EN,Nature
728,1,10,5,6,15.21,SO,Historical
729,2,6,10,7,14.87,EN,Cultural
730,4,5,4,8,11.77,EN,Religious
731,7,9,2,2,8.78,EN,Historical
732,4,5,9,2,13.72,SO,Cultural
733,2,2,4,7,5.59,EN,Religious
734,6,9,1,7,17.89,EN,Historical
735,2,5,2,7,6.88,SO,Religious
736,4,1,7,8,11.0,EN,Religious
737,2,8,8,3,11.61,EN,Historical
738,8,5,5,8,18.09,EN,Nature
739,0,9,1,5,16.73,SO,Historical
740,1,8,1,9,7.76,SO,Religious
741,2,0,10,0,8.42,EN,Cultural
742,1,7,10,6,10.45,EN,Cultural
743,4,9,1,10,19.29,SO,Religious
744,10,4,6,4,9.79,SO,Nature
745,7,2,10,1,10.82,EN,Cultural
746,7,6,4,0,19.43,EN,Nature
747,8,7,10,5,18.42,SO,Cultural
748,10,10,10,3,14.59,SO,Nature
749,8,10,10,8,13.4,EN,Historical
750,3,1,7,0,14.49,SO,Cultural
751,10,8,3,5,11.5,SO,Nature
752,7,3,0,2,6.83,SO,Nature
753,4,6,10,10,15.22,SO,Cultural
754,9,1,5,9,14.9,SO,Nature
755,7,2,3,2,12.85,EN,Nature
756,1,7,9,8,9.9,SO,Cultural
757,3,9,5,1,19.89,EN,Historical
758,8,7,7,3,13.53,SO,Nature
759,7,3,9,3,5.26,EN,Cultural
760,3,6,9,4,16.57,EN,Cultural
761,0,2,7,1,10.18,EN,Cultural
762,4,5,7,0,13.2,SO,Cultural
763,1,8,4,8,8.68,EN,Historical
764,3,3,3,9,10.0,SO,Religious
765,4,9,2,0,16.48,EN,Historical
766,6,6,4,9,14.03,EN,Religious
767,4,9,2,5,13.82,EN,Historical
768,8,0,1,8,12.69,EN,Nature
769,8,1,4,8,8.1,EN,Nature
770,10,8,6,6,6.68,SO,Nature
771,9,10,3,6,19.14,EN,Historical
772,10,3,4,8,17.88,EN,Nature
773,5,8,1,9,7.84,SO,Religious
774,4,9,3,1,6.14,EN,Historical
775,0,1,7,1,19.55,SO,Cultural
776,8,1,1,6,10.31,EN,Nature
777,0,5,0,9,15.87,SO,Religious
778,3,4,4,7,19.38,EN,Religious
779,10,5,0,0,10.1,SO,Nature
780,3,8,1,5,10.13,SO,Historical
781,4,6,0,3,16.66,SO,Historical
782,1,6,6,6,10.25,SO,Historical
783,8,2,9,3,16.93,EN,Cultural
784,5,5,6,6,11.34,SO,Cultural
785,4,10,10,4,7.33,EN,Historical
786,9,10,6,3,8.23,EN,Historical
787,6,0,7,7,8.38,EN,Cultural
788,0,8,7,2,13.63,SO,Historical
789,0,8,1,6,15.79,SO,Historical
790,7,0,3,8,14.19,EN,Religious
791,7,0,5,4,8.51,SO,Nature
792,0,5,7,3,17.42,EN,Cultural
793,2,6,6,6,15.43,EN,Historical
794,3,10,0,1,19.53,EN,Historical
795,5,1,10,3,10.03,EN,Cultural
796,6,7,2,9,15.21,EN,Religious
797,3,2,4,8,10.67,EN,Religious
798,3,9,2,1,13.95,EN,Historical
799,7,2,4,2,17.34,EN,Nature
800,2,5,9,9,11.52,SO,Cultural
801,1,3,5,6,14.96,EN,Religious
802,4,6,0,4,10.09,EN,Historical
803,9,0,2,2,14.37,EN,Nature
804,1,10,10,10,5.14,EN,Historical
805,10,8,0,6,10.81,SO,Nature
806,3,4,7,8,13.95,SO,Religious
807,0,3,8,0,18.49,EN,Cultural
808,5,6,3,0,12.69,EN,Historical
809,8,9,10,4,17.67,SO,Cultural
810,7,9,2,10,16.85,EN,Religious
811,5,0,3,5,9.81,SO,Nature
812,10,8,0,2,6.37,EN,Nature
813,3,4,5,5,16.16,EN,Cultural
814,5,7,8,6,6.12,SO,Cultural
815,1,8,5,3,16.07,SO,Historical
816,8,3,8,6,14.55,EN,Nature
817,7,3,4,0,17.62,SO,Nature
818,4,3,1,6,12.21,SO,Religious
819,2,1,7,10,16.85,SO,Religious
820,7,0,10,10,16.86,SO,Cultural
821,0,5,6,9,14.97,SO,Religious
822,0,1,0,10,16.9,SO,Religious
823,0,9,1,5,14.1,EN,Historical
824,6,0,3,6,7.28,EN,Nature
825,4,5,5,1,14.96,SO,Historical
826,7,2,0,1,5.97,SO,Nature
827,10,7,5,6,8.07,EN,Nature
828,10,10,4,9,7.21,EN,Nature
829,10,8,3,5,13.06,SO,Nature
830,7,4,2,2,13.0,EN,Nature
831,2,1,3,4,11.49,SO,Religious
832,6,4,10,9,7.88,EN,Cultural
833,0,7,8,6,8.69,SO,Cultural
834,0,7,0,2,7.43,SO,Historical
835,10,2,10,3,10.25,SO,Nature
836,6,3,0,1,17.44,SO,Nature
837,0,2,10,0,8.08,SO,Cultural
838,3,9,6,5,9.67,EN,Historical
839,7,0,2,5,12.19,SO,Nature
840,2,2,4,5,19.28,EN,Religious
841,5,10,3,10,10.3,SO,Historical
842,3,3,4,3,15.54,SO,Cultural
843,9,3,0,3,15.82,SO,Nature
844,4,2,4,6,7.69,EN,Religious
845,2,8,2,2,11.07,SO,Historical
846,2,3,5,5,5.19,SO,Cultural
847,5,6,10,2,19.17,EN,Cultural
848,10,0,7,2,11.71,EN,Nature
849,2,1,4,1,8.85,SO,Cultural
850,10,9,8,4,5.82,SO,Nature
851,8,6,4,10,15.72,EN,Religious
852,5,9,2,6,6.85,SO,Historical
853,1,8,2,8,16.14,EN,Historical
854,1,9,7,7,7.23,EN,Historical
855,5,2,6,9,17.64,SO,Religious
856,10,5,2,2,18.88,EN,Nature
857,6,3,0,8,14.66,EN,Religious
858,6,1,3,6,18.79,EN,Nature
859,9,9,2,9,15.99,EN,Nature
860,1,5,8,2,5.14,SO,Cultural
861,5,0,6,8,7.93,EN,Religious
862,6,10,1,8,9.88,EN,Historical
863,3,10,2,8,13.77,EN,Historical
864,2,1,4,10,6.39,SO,Religious
865,0,9,7,9,15.12,EN,Historical
866,0,10,10,6,6.6,SO,Historical
867,9,10,3,9,6.4,EN,Historical
868,6,9,0,0,13.17,SO,Historical
869,6,8,2,0,11.68,SO,Historical
870,3,1,0,5,15.4,EN,Religious
871,1,10,6,8,5.02,EN,Historical
872,5,9,0,2,10.5,EN,Historical
873,6,4,1,8,16.42,EN,Religious
874,6,0,8,3,9.49,SO,Cultural
875,6,9,3,8,12.15,SO,Historical
876,8,3,1,7,9.05,SO,Nature
877,10,7,7,4,17.9,SO,Nature
878,7,3,9,10,16.96,SO,Religious
879,0,7,1,5,18.03,SO,Historical
880,7,10,3,9,7.56,EN,Historical
881,4,3,8,1,10.69,SO,Cultural
882,5,2,8,0,12.53,SO,Cultural
883,10,5,9,10,12.83,EN,Nature
884,2,4,9,9,11.1,EN,Cultural
885,3,1,7,9,5.91,EN,Religious
886,10,4,10,7,19.88,EN,Nature
887,1,9,10,0,9.17,SO,Cultural
888,7,4,7,6,13.43,EN,Nature
889,5,8,0,0,11.22,SO,Historical
890,8,3,3,9,15.71,EN,Religious
891,2,5,7,1,10.62,EN,Cultural
892,10,8,3,1,16.24,EN,Nature
893,10,9,0,3,14.43,SO,Nature
894,9,6,10,8,19.12,EN,Cultural
895,7,1,0,6,8.83,SO,Nature
896,0,9,0,9,12.15,SO,Historical
897,2,8,9,10,13.49,SO,Religious
898,6,1,1,4,7.39,SO,Nature
899,2,2,10,1,8.47,EN,Cultural
900,3,1,1,0,7.65,EN,Nature
901,5,6,7,7,9.29,SO,Cultural
902,2,1,7,8,10.68,EN,Religious
903,6,2,5,1,16.24,EN,Nature
904,2,7,10,0,9.16,SO,Cultural
905,3,7,5,10,8.21,SO,Religious
906,10,8,4,7,11.75,EN,Nature
907,10,3,5,10,16.9,EN,Nature
908,3,2,5,10,18.66,SO,Religious
909,2,0,9,2,13.78,SO,Cultural
910,1,4,7,2,9.35,EN,Cultural
911,5,9,10,5,9.6,EN,Cultural
912,7,2,9,3,15.32,SO,Cultural
913,7,2,5,10,10.52,SO,Religious
914,3,4,7,9,16.59,EN,Religious
915,9,2,1,5,15.9,EN,Nature
916,6,8,8,7,7.06,EN,Historical
917,1,10,7,1,13.55,EN,Historical
918,2,2,7,8,6.73,SO,Religious
919,4,5,3,10,15.34,EN,Religious
920,3,0,6,0,8.16,SO,Cultural
921,5,0,10,5,15.87,SO,Cultural
922,0,10,4,0,13.69,EN,Historical
923,10,9,1,8,9.46,SO,Nature
924,4,5,8,9,8.04,SO,Religious
925,7,8,5,6,15.87,SO,Historical
926,3,8,9,4,12.42,SO,Cultural
927,1,3,6,9,6.14,EN,Religious
928,7,8,5,1,12.62,EN,Historical
929,7,8,2,7,11.27,SO,Historical
930,6,4,9,9,14.51,SO,Cultural
931,3,1,7,8,17.51,SO,Religious
932,3,4,9,5,18.7,SO,Cultural
933,0,2,5,0,10.44,SO,Cultural
934,8,2,3,6,11.11,SO,Nature
935,10,5,1,10,16.71,EN,Nature
936,10,0,4,3,15.49,SO,Nature
937,7,4,2,4,10.49,EN,Nature
938,2,4,10,2,17.4,EN,Cultural
939,2,5,2,4,18.46,EN,Historical
940,8,9,8,6,11.43,SO,Historical
941,3,0,3,10,7.1,EN,Religious
942,5,1,0,0,16.4,SO,Nature
943,4,4,2,3,11.35,EN,Nature
944,7,6,2,5,9.86,EN,Nature
945,1,2,2,2,17.72,EN,Historical
946,2,1,8,3,12.14,SO,Cultural
947,0,4,8,2,16.25,SO,Cultural
948,4,10,2,7,16.17,SO,Historical
949,6,1,2,2,10.82,SO,Nature
950,10,4,1,6,17.84,EN,Nature
951,9,4,2,5,8.39,EN,Nature
952,10,5,1,8,13.81,SO,Nature
953,7,5,3,5,12.08,SO,Nature
954,4,7,6,5,7.88,SO,Historical
955,6,5,7,5,15.39,SO,Cultural
956,8,9,10,7,7.8,SO,Cultural
957,2,7,10,0,8.46,EN,Cultural
958,9,1,8,4,18.62,SO,Nature
959,2,1,1,10,15.86,EN,Religious
960,1,10,4,2,12.68,SO,Historical
961,2,6,2,0,12.1,SO,Historical
962,5,4,4,9,11.13,EN,Religious
963,1,8,4,0,5.85,EN,Historical
964,9,10,7,10,9.73,SO,Historical
965,8,10,7,6,10.12,EN,Historical
966,1,2,8,6,7.64,EN,Cultural
967,4,6,10,3,5.91,EN,Cultural
968,10,8,2,6,8.57,SO,Nature
969,0,8,4,0,13.08,SO,Historical
970,3,1,1,2,8.71,EN,Nature
971,7,8,4,9,16.76,SO,Religious
972,4,4,5,7,6.24,EN,Religious
973,0,0,8,5,12.58,EN,Cultural
974,1,8,7,1,12.81,SO,Historical
975,5,4,9,0,7.41,SO,Cultural
976,1,9,4,5,5.94,EN,Historical
977,6,0,5,3,7.28,SO,Nature
978,8,6,0,0,16.55,SO,Nature
979,4,7,4,1,13.03,EN,Historical
980,3,4,7,9,11.89,EN,Religious
981,5,8,9,7,13.64,EN,Cultural
982,3,1,9,7,7.33,SO,Cultural
983,8,9,9,10,13.86,EN,Religious
984,1,1,4,3,6.8,EN,Cultural
985,1,3,6,2,19.3,SO,Cultural
986,5,4,8,5,11.17,SO,Cultural
987,0,1,2,0,9.16,SO,Cultural
988,2,1,3,2,14.02,EN,Cultural
989,6,5,3,0,5.79,EN,Nature
990,5,7,0,8,14.95,EN,Religious
991,1,9,7,10,15.2,SO,Religious
992,0,3,3,7,14.43,SO,Religious
993,0,1,4,6,19.31,SO,Religious
994,5,0,2,6,18.07,EN,Religious
995,1,5,5,9,5.62,EN,Religious
996,7,0,7,1,15.06,SO,Nature
997,2,5,8,3,18.51,SO,Cultural
998,5,3,0,9,12.39,SO,Religious
999,4,2,2,0,15.79,SO,Nature
1000,0,6,8,7,13.12,EN,Cultural
1001,3,10,8,9,19.88,EN,Historical
1002,8,10,8,0,7.84,SO,Historical
1003,4,10,6,9,15.71,SO,Historical
1004,9,9,10,5,10.45,SO,Cultural
1005,7,3,0,7,18.72,EN,Nature
1006,2,10,5,3,19.42,EN,Historical
1007,8,5,6,8,12.32,SO,Nature
1008,6,2,7,6,14.29,SO,Cultural
1009,3,0,6,8,14.8,SO,Religious
1010,3,5,4,5,13.28,SO,Historical
1011,3,3,9,4,9.51,SO,Cultural
1012,5,6,5,4,10.15,EN,Historical
1013,3,5,8,1,6.03,SO,Cultural
1014,10,8,8,9,7.52,EN,Nature
1015,2,10,2,5,13.1,SO,Historical
1016,7,3,9,6,12.31,EN,Cultural
1017,3,3,4,4,14.93,SO,Cultural
1018,7,3,7,7,9.29,SO,Nature
1019,6,3,8,2,18.13,EN,Cultural
1020,9,0,3,8,6.16,EN,Nature
1021,3,0,9,1,9.87,SO,Cultural
1022,10,3,9,3,14.17,EN,Nature
1023,7,4,0,5,17.12,EN,Nature
1024,6,7,3,5,12.13,EN,Historical
1025,9,10,5,10,7.89,EN,Historical
1026,10,0,5,2,10.6,EN,Nature
1027,6,4,2,7,12.83,EN,Religious
1028,1,7,2,3,19.13,EN,Historical
1029,3,6,1,5,5.65,SO,Historical
1030,0,2,9,6,5.49,SO,Cultural
1031,10,0,7,1,12.46,SO,Nature
1032,2,1,4,7,15.16,EN,Religious
1033,7,0,8,6,5.84,SO,Cultural
1034,9,1,6,6,15.92,EN,Nature
1035,7,9,7,10,11.1,SO,Religious
1036,5,3,5,8,7.93,SO,Religious
1037,9,2,6,5,7.88,SO,Nature
1038,9,2,5,7,15.77,SO,Nature
1039,2,3,4,1,9.69,SO,Cultural
1040,4,5,2,7,8.83,EN,Religious
1041,4,6,8,6,8.17,EN,Cultural
1042,5,10,9,3,11.55,SO,Historical
1043,7,7,9,9,12.39,SO,Cultural
1044,4,3,0,1,8.64,SO,Nature
1045,1,0,10,7,15.86,SO,Cultural
1046,2,5,6,5,16.82,EN,Cultural
1047,0,7,1,1,18.17,SO,Historical
1048,9,2,8,0,17.96,EN,Nature
1049,2,7,5,6,14.87,SO,Historical
1050,0,8,10,6,15.98,SO,Cultural
1051,10,1,6,9,13.73,SO,Nature
1052,2,7,10,3,13.98,SO,Cultural
1053,9,8,9,0,13.13,EN,Nature
1054,10,8,4,3,7.71,EN,Nature
1055,3,4,9,7,12.88,EN,Cultural
1056,6,10,8,6,7.07,SO,Historical
1057,4,8,7,10,13.02,EN,Religious
1058,3,2,3,5,19.84,EN,Religious
1059,4,5,10,4,13.81,EN,Cultural
1060,6,2,0,9,11.11,SO,Religious
1061,5,0,1,0,6.48,EN,Nature
1062,6,10,4,10,11.62,EN,Historical
1063,8,4,6,0,17.96,EN,Nature
1064,2,5,1,5,8.22,SO,Historical
1065,5,1,5,3,5.95,SO,Nature
1066,6,7,0,8,13.25,EN,Religious
1067,4,3,9,10,9.23,EN,Religious
1068,5,0,5,8,9.38,SO,Religious
1069,5,3,2,10,9.87,SO,Religious
1070,5,3,4,3,17.57,EN,Nature
1071,3,3,7,7,14.46,EN,Cultural
1072,0,1,8,1,14.68,SO,Cultural
1073,6,0,1,0,16.54,SO,Nature
1074,7,2,1,5,18.39,EN,Nature
1075,10,9,5,7,14.53,EN,Nature
1076,10,10,10,7,19.67,EN,Nature
1077,7,9,3,2,18.48,SO,Historical
1078,0,5,9,7,12.42,EN,Cultural
1079,8,6,5,6,14.43,EN,Nature
1080,1,9,0,0,11.49,SO,Historical
1081,2,6,1,1,12.05,SO,Historical
1082,10,7,8,0,16.98,EN,Nature
1083,9,10,10,6,13.9,EN,Historical
1084,3,0,2,3,16.11,EN,Nature
1085,8,4,8,9,12.86,SO,Religious
1086,4,6,0,4,15.01,SO,Historical
1087,3,8,2,0,6.97,SO,Historical
1088,4,4,10,10,5.81,SO,Cultural
1089,4,2,9,5,5.46,EN,Cultural
1090,7,1,7,5,6.17,EN,Nature
1091,4,6,4,0,9.02,SO,Historical
1092,7,4,9,6,14.12,EN,Cultural
1093,7,8,7,6,9.26,SO,Historical
1094,6,8,8,5,17.53,SO,Historical
1095,3,6,3,10,17.52,EN,Religious
1096,2,6,7,2,5.29,SO,Cultural
1097,10,5,2,9,7.43,EN,Nature
1098,8,10,1,1,11.84,SO,Historical
1099,2,9,9,5,5.63,EN,Historical
1100,4,1,2,4,9.27,SO,Nature
1101,2,8,10,6,16.29,SO,Cultural
1102,2,9,7,8,5.55,SO,Historical
1103,10,4,4,6,6.68,EN,Nature
1104,0,3,4,5,12.84,SO,Religious
1105,1,4,1,9,9.08,SO,Religious
1106,3,10,0,8,6.19,SO,Historical
1107,1,3,3,7,10.25,SO,Religious
1108,2,2,3,8,18.88,SO,Religious
1109,7,1,7,5,6.17,SO,Nature
1110,7,0,7,7,17.19,SO,Nature
1111,8,8,5,5,6.4,SO,Nature
1112,6,6,5,7,12.77,EN,Religious
1113,9,5,8,1,12.9,SO,Nature
1114,6,9,10,9,14.5,SO,Cultural
1115,4,2,7,6,9.02,EN,Cultural
1116,2,8,8,10,13.42,EN,Religious
1117,3,5,6,4,11.89,EN,Cultural
1118,2,3,3,9,5.19,SO,Religious
1119,4,6,5,8,18.49,EN,Religious
1120,5,0,7,8,5.81,SO,Religious
1121,8,3,7,0,15.79,SO,Nature
1122,1,9,5,4,18.86,SO,Historical
1123,4,9,7,7,14.11,SO,Historical
1124,1,10,10,7,7.37,EN,Historical
1125,7,7,5,2,17.08,EN,Nature
1126,9,9,9,6,6.37,SO,Nature
1127,0,9,8,10,18.43,SO,Religious
1128,6,0,5,1,13.04,EN,Nature
1129,6,0,10,10,12.08,SO,Cultural
1130,8,7,5,2,8.54,SO,Nature
1131,10,10,9,6,15.43,EN,Nature
1132,3,7,0,4,11.13,SO,Historical
1133,2,6,9,2,15.16,SO,Cultural
1134,3,9,6,3,12.51,SO,Historical
1135,2,1,2,1,19.41,EN,Nature
1136,10,4,4,2,9.44,EN,Nature
1137,3,2,5,2,13.72,EN,Cultural
1138,5,4,2,8,17.27,SO,Religious
1139,3,6,8,5,5.89,SO,Cultural
1140,0,0,8,8,12.85,EN,Cultural
1141,0,4,2,6,18.22,SO,Religious
1142,5,3,10,7,13.38,EN,Cultural
1143,0,10,7,4,12.62,EN,Historical
1144,6,7,1,4,14.09,SO,Historical
1145,5,0,7,10,18.43,EN,Religious
1146,2,2,9,1,5.26,SO,Cultural
1147,4,7,2,9,7.95,SO,Religious
1148,0,5,10,9,5.8,SO,Cultural
1149,0,7,5,5,10.03,SO,Historical
1150,2,1,1,3,13.0,EN,Religious
1151,2,5,10,6,17.8,EN,Cultural
1152,1,8,2,8,5.72,EN,Historical
1153,6,4,4,1,15.94,EN,Nature
1154,2,6,9,4,19.07,SO,Cultural
1155,6,5,7,9,8.88,SO,Religious
1156,1,7,7,6,13.99,SO,Historical
1157,2,2,2,3,14.91,SO,Religious
1158,0,4,7,0,5.27,EN,Cultural
1159,6,0,4,8,14.45,SO,Religious
1160,9,0,5,1,19.16,EN,Nature
1161,2,5,4,0,5.36,EN,Historical
1162,1,6,2,8,19.37,SO,Religious
1163,0,6,1,2,6.69,EN,Historical
1164,9,3,10,6,13.05,EN,Cultural
1165,2,8,7,2,18.12,EN,Historical
1166,7,4,8,8,6.85,SO,Cultural
1167,1,7,10,9,8.81,SO,Cultural
1168,1,0,6,7,18.12,SO,Religious
1169,5,2,10,10,17.52,SO,Cultural
1170,1,1,3,4,18.16,SO,Religious
1171,2,4,8,5,5.17,EN,Cultural
1172,8,1,4,6,9.09,SO,Nature
1173,3,3,8,4,14.44,SO,Cultural
1174,7,3,2,8,15.36,SO,Religious
1175,1,3,6,8,7.7,SO,Religious
1176,6,3,4,10,17.2,SO,Religious
1177,7,9,6,8,13.17,SO,Historical
1178,6,9,3,4,17.32,EN,Historical
1179,0,8,6,8,19.01,SO,Historical
1180,0,5,5,8,14.29,EN,Religious
1181,0,10,5,8,12.53,SO,Historical
1182,3,8,10,9,16.37,EN,Cultural
1183,2,2,3,2,9.91,EN,Cultural
1184,2,5,1,6,8.97,SO,Religious
1185,7,10,10,3,6.78,SO,Historical
1186,7,0,8,6,12.91,EN,Cultural
1187,5,5,2,9,6.77,EN,Religious
1188,10,6,2,10,19.3,SO,Nature
1189,7,8,1,3,8.36,EN,Historical
1190,4,3,8,1,10.19,SO,Cultural
1191,3,8,10,5,7.18,EN,Cultural
1192,1,3,0,7,8.62,SO,Religious
1193,9,2,1,10,6.06,SO,Religious
1194,9,3,7,7,19.18,SO,Nature
1195,10,1,0,8,7.02,EN,Nature
1196,1,9,3,7,14.94,SO,Historical
1197,8,8,10,2,11.8,EN,Cultural
1198,4,6,2,7,19.25,SO,Religious
1199,6,9,2,4,11.53,EN,Historical
1200,10,4,6,10,19.71,SO,Nature
1201,10,1,0,0,19.88,EN,Nature
1202,0,2,0,2,18.51,SO,Historical
1203,0,10,1,2,8.82,EN,Historical
1204,9,8,0,9,14.63,SO,Nature
1205,3,10,10,7,17.32,SO,Historical
1206,7,4,2,4,9.47,EN,Nature
1207,9,2,8,1,13.6,SO,Nature
1208,1,5,8,3,16.01,SO,Cultural
1209,1,0,8,6,17.83,SO,Cultural
1210,5,10,7,0,17.7,EN,Historical
1211,9,0,5,4,11.52,EN,Nature
1212,8,10,9,6,13.86,SO,Historical
1213,6,5,6,8,12.69,EN,Religious
1214,4,8,2,0,13.24,SO,Historical
1215,4,8,5,1,6.97,EN,Historical
1216,7,1,8,1,19.65,SO,Cultural
1217,3,8,6,8,19.4,EN,Historical
1218,10,9,2,2,12.23,SO,Nature
1219,5,0,1,10,6.83,SO,Religious
1220,5,0,9,9,18.46,EN,Cultural
1221,1,5,0,4,12.36,EN,Historical
1222,4,10,1,6,15.06,SO,Historical
1223,8,10,4,0,16.7,EN,Historical
1224,2,4,4,1,18.53,SO,Historical
1225,4,0,10,2,11.43,EN,Cultural
1226,8,1,0,10,9.13,EN,Religious
1227,5,5,1,2,16.76,SO,Nature
1228,1,10,3,0,5.08,EN,Historical
1229,7,2,10,4,15.37,SO,Cultural
1230,3,3,7,7,8.85,SO,Cultural
1231,9,4,10,9,9.63,EN,Cultural
1232,6,0,4,9,16.42,SO,Religious
1233,10,0,6,10,13.43,EN,Nature
1234,8,9,0,2,7.49,EN,Historical
1235,4,2,5,9,12.62,SO,Religious
1236,1,6,3,6,14.3,SO,Historical
1237,7,10,2,8,7.11,SO,Historical
1238,7,6,7,9,10.04,SO,Religious
1239,6,3,8,3,10.64,SO,Cultural
1240,3,7,8,4,17.28,EN,Cultural
1241,10,6,0,2,11.78,EN,Nature
1242,7,3,1,5,19.05,EN,Nature
1243,9,8,2,4,12.16,EN,Nature
1244,9,0,0,3,8.01,SO,Nature
1245,4,5,9,9,9.28,EN,Cultural
1246,4,10,0,10,6.79,SO,Historical
1247,3,5,6,7,8.88,SO,Religious
1248,1,10,0,3,15.96,EN,Historical
1249,4,5,3,9,6.38,EN,Religious
1250,3,7,5,7,11.94,SO,Historical
1251,5,1,2,5,9.29,SO,Nature
1252,5,3,9,0,16.83,SO,Cultural
1253,1,8,3,9,15.43,EN,Religious
1254,3,2,4,4,13.96,SO,Cultural
1255,0,10,6,7,6.41,EN,Historical
1256,3,9,9,2,18.92,SO,Historical
1257,1,10,8,6,12.83,SO,Historical
1258,8,4,3,4,7.52,EN,Nature
1259,7,1,8,9,5.33,SO,Religious
1260,4,10,0,4,16.79,SO,Historical
1261,10,10,0,5,5.83,EN,Nature
1262,9,2,4,10,5.78,SO,Religious
1263,10,1,10,3,12.99,EN,Nature
1264,10,1,1,6,7.52,SO,Nature
1265,5,9,4,10,7.87,EN,Religious
1266,9,10,3,0,7.06,EN,Historical
1267,3,6,4,1,11.16,SO,Historical
1268,3,1,0,10,13.61,EN,Religious
1269,9,10,8,10,9.67,EN,Historical
1270,1,1,1,9,9.21,EN,Religious
1271,8,6,4,5,16.29,SO,Nature
1272,8,2,4,8,13.54,EN,Nature
1273,10,6,2,7,7.53,SO,Nature
1274,10,10,0,1,19.65,SO,Nature
1275,8,9,2,1,17.64,EN,Historical
1276,4,6,1,1,12.42,EN,Historical
1277,9,7,3,2,9.65,EN,Nature
1278,2,0,7,1,11.33,EN,Cultural
1279,10,5,1,0,14.65,SO,Nature
1280,3,3,4,0,10.47,EN,Cultural
1281,5,1,2,7,11.03,EN,Religious
1282,8,2,2,0,10.82,SO,Nature
1283,0,9,5,10,7.71,EN,Religious
1284,6,10,8,10,18.23,EN,Historical
1285,7,6,6,0,11.22,EN,Nature
1286,2,7,2,10,18.82,SO,Religious
1287,9,0,0,0,11.5,EN,Nature
1288,5,2,1,5,7.59,SO,Nature
1289,2,1,0,2,15.41,EN,Nature
1290,6,8,9,8,6.21,SO,Cultural
1291,4,0,7,4,13.08,SO,Cultural
1292,0,6,0,9,8.21,EN,Religious
1293,9,2,7,5,14.12,SO,Nature
1294,1,0,4,6,16.66,EN,Religious
1295,0,0,4,10,15.48,EN,Religious
